label,text
fraud,"helo sara, maiM voDAphona kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima baMda ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM bIesaenaela kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima baMda ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM emaTIenaela kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima baMda ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM jiyo kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima niShkriya ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM eyaraTela kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima niShkriya ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM AiDiyA kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima niShkriya ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM voDAphona kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima niShkriya ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM bIesaenaela kasTamara keyara se hUM, 23 ghaMTe meM ApakA sima niShkriya ho jAegA|kyA Apa ise sakriya karanA chAhate haiM?"
fraud,"helo sara, maiM jiyo grAhaka sevA keMdra se hUM, hama Apake naMbara kA satyApana kara rahe haiM, isalie Apake phona para chAra aMkoM kA oTIpI bhejA jAegA|mujhe vaha oTIpI batAo."
fraud,"namaste sara, maiM eyaraTela grAhaka sevA keMdra se hUM, hama Apake naMbara kA satyApana kara rahe haiM, isalie Apake phona para chAra aMkoM kA oTIpI bhejA jAegA|mujhe vaha oTIpI batAo."
fraud,"helo sara, maiM AiDiyA kasTamara keyara seMTara se hUM, hama Apake naMbara kA satyApana kara rahe haiM, isalie Apake phona para chAra aMkoM kA oTIpI bhejA jAegA|mujhe vaha oTIpI batAo."
fraud,"namaste sara, maiM voDAphona grAhaka sevA keMdra se hUM, hama Apake naMbara kA satyApana kara rahe haiM, isalie Apake phona para chAra aMkoM kA oTIpI bhejA jAegA|mujhe vaha oTIpI batAo."
fraud,"helo sara, maiM bIesaenaela grAhaka sevA keMdra se hUM, hama Apake naMbara kA satyApana kara rahe haiM, isalie Apake phona para chAra aMkoM kA oTIpI bhejA jAegA|mujhe vaha oTIpI batAo."
fraud,"helo sara, maiM ApakA echaDIephasI baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apako svayaM kevAIsI karanI hogI, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM ApakA AIsIAIsIAI baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apa svayaM kevAIsI karane ke lie sheva kareM, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM ApakA eksisa baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apako svayaM kevAIsI karanI hogI, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM ApakA yUniyana baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apako svayaM kevAIsI karanI hogI, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM ApakA esabIAI baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apako svayaM kevAIsI karanI hogI, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM ApakA ilAhAbAda baiMka mainejara hUM|ApakI kevAIsI samApta ho gaI hai, isalie Apako svayaM kevAIsI karanI hogI, lekina koviDa sthiti ke kAraNa hama kevAIsI ऑnalAina kara rahe haiM, kRRipayA mujhe apanA khAtA vivaraNa batAeM|"
fraud,"namaste sara, kyA Apa bhIma/yUpIAI kA upayoga kara rahe haiM, sara Apako apanA bhIma/yUpIAI apagreDa karanA hogA anyathA ApakA khAtA blaॉka kara diyA jAegA|"
fraud,"helo sara, mujhe apanA kreDiTa/DebiTa kArDa mobAila naMbara aura AdhAra kArDa batAeM|"
fraud,"namaste, maiM inakama TeksTa vibhAga se hUM, Apane apanA AdhAra aura paina kArDa paMjIkRRita nahIM karAyA hai|kRRipayA mujhe apane paina kArDa se jo.Dane ke lie apanA AdhAra naMbara batAeM|"
fraud,"namaste sara, maiM baiMka se hUM, kRRipayA mujhe apane baiMka satyApana ke lie apanA kArDa sIvIvI naMbara batAeM|"
fraud,"namaste sara, maiM yUniyana baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM esabIAI baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM echaDIephasI baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM iMDiyA baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM obIAI baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM ilAhAbAda baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM baiMka ऑpha ba.DaudA se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
fraud,"namaste sara, maiM yUniyana baiMka ऑpha iMDiyA se hUM, kyA Apane RRiNa ke lie Avedana patra bharanA hai?maiMne Apako apanA dastAveza satyApita karane ke lie bulAyA thA, mujhe apanA AdhAra naMbara aura apane mobAila naMbara kA oTIpI batAeM|"
fraud,"namaste sara, maiM esabIAI baiMka ऑpha iMDiyA se hUM, kyA Apane RRiNa ke lie Avedana patra bharA hai?maiMne Apako apanA dastAveza satyApita karane ke lie bulAyA thA, mujhe apanA AdhAra naMbara aura apane mobAila naMbara kA oTIpI batAeM|"
fraud,"namaste sara, maiM eksisa baiMka ऑpha iMDiyA se hUM, kyA Apane RRiNa ke lie Avedana patra bharA hai?maiMne Apako apanA dastAveza satyApita karane ke lie bulAyA thA, mujhe apanA AdhAra naMbara aura apane mobAila naMbara kA oTIpI batAeM|"
fraud,"namaste sara, maiM echaDIephasI baiMka ऑpha iMDiyA se hUM, kyA Apane RRiNa ke lie Avedana patra bharA hai?maiMne Apako apanA dastAveza satyApita karane ke lie bulAyA thA, mujhe apanA AdhAra naMbara aura apane mobAila naMbara kA oTIpI batAeM|"
fraud,"namaste sara, maiM baiMka ऑpha ba.DaudA iMDiyA se hUM, kyA Apane RRiNa ke lie Avedana patra bharA hai?maiMne Apako apanA dastAveza satyApita karane ke lie bulAyA thA, mujhe apanA AdhAra naMbara aura apane mobAila naMbara kA oTIpI batAeM|"
fraud,"helo sara, maiM peTIema se hUM, peTIema meM ऑphara hai, apane khAte ko apagreDa kareM tAki Apa behatara kaishabaika ऑpharsa kA AnaMda le sakeM|"
fraud,"Apane ameza.cna para kharIdArI ke lie eka lakI DrA jItA hai, laॉjisTiksa shulka ke lie apanI rAshi jamA karane ke lie apanA baiMka vivaraNa pradAna kareM|"
fraud,"Apane phlipakArTa para kharIdArI ke lie eka lakI DrA jItA hai, laॉjisTika shulka ke lie apanI rAshi jamA karane ke lie apanA baiMka vivaraNa pradAna kareM|"
fraud,"Apane miMtrA para kharIdArI ke lie eka lakI DrA jItA hai, laॉjisTika shulka ke lie apanI rAshi jamA karane ke lie apanA baiMka vivaraNa pradAna kareM|"
fraud,"helo sara, hama koviDa-19 heltha keyara seMTara se haiM, TIkAkaraNa ke lie kaॉla kareM 7845963214"
fraud,"helo sara, maiM koviDa-19 seMTara se hUM, Apane TIkAkaraNa ke lie phaॉrma bharA hai, hama Apake dastAveza ke satyApana ke lie haiM|"
fraud,"namaste sara, maiM koviDa-19 seMTara se hUM, jina logoM ko TIkA lagAyA gayA hai unheM bhArata sarakAra dvArA paise mileMge, kRRipayA mujhe apane khAte meM paise jamA karane ke lie khAtA vivaraNa batAeM|"
fraud,"helo sara, maiM koviDa-19 seMTara se hUM, TIkAkaraNa ke lie Apako paise dene hoMge, kRRipayA isa upi myupi@axis para apane paise kA bhugatAna kareM"
normal,"namaste, Apa kaise haiM|maiM ThIka hUM Apa kaise haiM|"
normal,"namaste,"
normal,"namaste,"
fraud,"namaste, Apane 10000 rupaye jIte haiM, kyA Apa ise apane baiMka khAte meM jamA karanA chAhate haiM|"
fraud,apane baiMka khAte meM paise jamA karane ke lie mujhe apanA baiMka khAtA naMbara aura DebiTa kArDa naMbara deM|
fraud,"namaste sara, maiM esabIAI baiMka se hUM, kyA Apa nayA kreDiTa kArDa chAhate haiM| kreDiTa kArDa jArI karane ke lie apanA AdhAra aura mobAila naMbara deM|"
fraud,"helo sara, ramI khelane ke lie 500 rupaye kA vAuchara pAne ke lie isa liMka para jAeM http://xyz.abc"
fraud,"namaste, maiM bhAratIya senA se hU.N|ऑnalAina shaॉpiMga ke daurAna galatI se maiMne ApakA mobAila naMbara amezana para de diyA thA, isalie Apake pAsa eka oTIpI AyA hai, kRRipayA mujhe vaha oTIpI batAeM|"
fraud,eka mUlyavAna neTavarka grAhaka ke rUpa meM Apako 9000 rupaye kA puraskAra prApta karane ke lie chunA gayA hai!dAvA karane ke lie 09061701461 para kaॉla kareM| dAvA koDa KL341|kevala 12 ghaMTe ke lie vaidha|
fraud,kyA ApakA mobAila 11 mahIne yA usase adhika purAnA thA?Apa kaimare ke sAtha navInatama raMgIna mobAiloM ko muphta meM apaDeTa karane ke hakadAra haiM!mobAila apaDeTa kaMpanI ko 08002986030 para niHshulka kaॉla kareM|
normal,"ThIka hai, maiM yahA.N dekha rahA hU.N|"
normal,kyA Apa sachamucha usakA nAma isI taraha likhate haiM?
normal,"maiM 2 mahIne taka prayAsa karane jA rahA hUM, hA hA kevala majAka kara rahA hUM|"
normal,kyA Apane basa paka.DI?kyA Apa aMDA phrAI kara rahe haiM?kyA tumane chAya banAI?kyA Apa apanI mA.N kA bachA huA khAnA khA rahe haiM?kyA tumheM merA pyAra mahasUsa hotA hai?
normal,"maiM vApasa A gayA hUM &amp;hama abhI kAra paika kara rahe haiM, agara jagaha hogI to maiM Apako batA dUMgA|"
normal,namaste!Apa kaise haiM aura shanivAra kA dina kaisA bItA?maiM sirpha yaha dekhane ke lie saMdesha bheja rahA thA ki kyA Apane kuCha karane kA nirNaya liyA hai|aisA nahIM hai ki maiM svayaM ko yA kisI chIza ko AmaMtrita karane kA prayAsa kara rahA hU.N!
normal,kRRipayA vATsa ke sAtha Age ba.DheM|maiM basa Ashvasta honA chAhatA thA.ApakA saptAhAMta bahuta achChA rahe|
normal,ThIka hai mujhe apane bAre meM kuCha batAo.
normal,tuma nahIM jAnate ki maiM kitanA jiddI hU.N|maiM aspatAla bhI nahIM jAnA chAhatA thA.maiM mArka se kahatA rahA ki maiM kamazora nahIM hUM|aspatAla kamajora mUrkhoM ke lie haiM|
normal,Apa mere bAre meM kyA sochate haiM|pahalI bAra tumane mujhe klAsa meM dekhA thA.
normal,kyA Apa jAnate haiM mallikA sherAvata ne kala kyA kiyA?
fraud,badhAI!2 logoM ke lie 1 sAla kA visheSha sinemA pAsa ApakA hai|mata chUko!
normal,"kShamA kareM, maiM bAda meM mITiMga meM kaॉla karUMgA|"
normal,batAo kahA.N pahu.Nche?
normal,jI hAM..gautI aura sahavAga vanaDe sIrIja se bAhara!
normal,ghara jAte samaya Apako apane lie $1 kA bargara lenA hogA|maiM hila bhI nahIM sakatA.darda mujhe mAra rahA hai.
normal,hA hA hA achChA majAka hai.la.DakiyA.N paristhiti kI khojI hotI haiM|
normal,yaha AIkyU jAMchane kA eka hissA hai|
normal,"kShamA kareM mere rUmameTsa ne hameshA ke lie samaya le liyA, yadi maiM aba taka A jAUM to ThIka hai?"
normal,maiM isa mahIne ke aMta meM dene kI yojanA banA rahA hUM|
normal,vAha bhAgyashAlI AdamI... phira paise bachA sakate haiM... hI...
normal,samApta kakShA Apa kahA.N haiM?
fraud,"hAya beba, maiM abhI ghara para hU.N, kuCha karanA chAhatA hU.N?XXX"
normal,"ThIka hai, tuma kahA.N ho?Apane kaisA pradarshana kiyA?"
normal,aba Apa mujhe kaॉla kara sakate haiM...
normal,maiM iMtazAra kara rahA hU.N machAna.eka bAra jaba Apa phrI ho jAeM to mujhe kaॉla kareM|
normal,yaha achChA hai|maiM eka sajjana vyakti hUM aura Apake sAtha garimA aura sammAna ke sAtha vyavahAra karUMgA|
normal,mujhe Apa loga bahuta pasaMda haiM.lekina maiM bahuta sharmIlA hUM pApA.
normal,&lt;#&gt; ke bAda kAma nahIM karatAyA kyA
normal,yahA.N vaisA nahIM hai.abhI bhI naukarI kI talAsha hai.Apa vahAM kitanA kamAte haiM.
normal,"kShamA kareM, maiM bAda meM kaॉla karUMgA|"
normal,ThIka hai|kyA tumane mujhe abhI fona kiyA?
normal,ThIka hai maiM ghara jA rahA hUM|
normal,Apa usa AdamI kI jagaha para hoMge.
normal,hA.N agalA pa.DAva.
normal,"maiM Apako bAda meM kaॉla karatA hUM, neTavarka nahIM hai|agara zarUrI ho to mujhe esaemaesa kareM."
normal,vAstava meM jaba Apa Apa para hAvI ho rahe hoM?mujhe kevala 2 aura TikaTa aura eka aura jaikeTa kI AvashyakatA hai aura merA kAma ho gayA|maiMne pahale hI apanI sabhI malTIza kA upayoga kara liyA hai|
normal,"hAM, maiMne ise banAne ke lie anurodha bhejanA shurU kara diyA thA, lekina darda vApasa A gayA isalie maiM bistara para vApasa A gayA hUM|phaikTrI meM bhI Dabala sikke|mujhe apane sabhI nAiTro ko nakada karanA hogA|"
normal,maiM vAstava meM Aja rAta bhI isake lie taiyAra nahIM hU.N beba
normal,jaba tuma phrI ho to A jAnA.
normal,telugu philma dekha rahA hU.N.Apa kaise haiM?
normal,achChA aisA hai|jaba hama samApta kara lete haiM to hamAre pAsa bhugatAna karane ke lie bahuta sAre RRiNa hote haiM|
normal,kyA yaha Apake lie samasyA kA kAraNa banatA hai?
normal,mujhe eka kapa kaॉfI kA enImeshana dikhAI detA hai|
normal,kRRipayA mujhe aba aura saMdesha na bhejeM|mere pAsa kahane ke lie kuCha nahIM hai|
normal,"ThIka hai, jaba taka yaha vaidha hai taba taka apanI kImata batAeM!maiM unheM kaba uThA sakatA hU.N?"
normal,maiM abhI bhI kharIdane ke lie eka kAra kI talAsha meM hUM|aura abhI taka chauthA DrAiviMga TesTa nahIM diyA hai.
normal,Apake anurodha ke anusAra 'bale balle' ko sabhI kaॉlarsa ke lie Apake kaॉlaraTyUna ke rUpa meM seTa kiyA gayA hai|apane dostoM ke kaॉlarTyUna ko kaॉpI karane ke lie *9 dabAe.N
normal,"bahuta khUba|Apa ThIka kaha rahe haiM!merA aisA karane kA irAdA nahIM thA.mujhe lagatA hai ki eka bAra jaba maiMne bosTana puruShoM ko Cho.Da diyA aura apanA khoja sthAna badalakara achChA kara liyA, to kuCha badala gayA|kyoMki mere sAinaina peja para abhI bhI bosTana likhA huA hai|"
normal,ummA merI jAna aura vAvA ummA tumase bahuta pyAra karatA hU.N priye
normal,mere janmadina para ApakI shubhakAmanAoM ke lie bahuta-bahuta dhanyavAda|mere janmadina ko vAstava meM yAdagAra banAne ke lie dhanyavAda|
normal,"ThIka hai, jaba mujhe kuCha nakadI mila jAegI to maiM tumheM mAra dU.NgA"
normal,merA AIpI eDresa kaise parIkShaNa karegA ki merA kaMpyUTara eka Minecraft sarvara nahIM hai
normal,"mujhe patA hai!krodhI bU.Dhe loga.merI mA.N bhI tumhArI taraha thI, behatara hogA ki jhUTha na bolA jAe|to phira maiM hameshA majAka karane vAloM meM se eka hUM..."
normal,chiMtA mata karo|mujhe lagatA hai vaha vyasta hai.
normal,shodha saMj~nA kA bahuvachana kyA hai?
normal,Dinara ke lie jA rahe haiM.bAda meM Apako saMdesha bhejUMgA.
normal,mujhe isase koI dikkata nahIM hai kyoMki mujhe naI chIjeM AzamAnA pasaMda hai|lekina mujhe Dara hai ki tumane bhI merI taraha kiyA|kyoMki Apane bahuta zora se nahIM kahA|
normal,"hamma, mere chAchA ne abhI mujhe batAyA ki vaha sIdhe skUla ko bhugatAna kara rahe haiM|to kRRipayA bhojana kharIdeM|"
fraud,07742676969 ke lie ApakA 2004 khAtA vivaraNa 786 anariDImDa bonasa aMka darshAtA hai|dAvA karane ke lie 08719180248 para kaॉla kareM pahachAnakartA koDa: 45239 samApta ho rahA hai
fraud,Apake mobAila naMbara ko 5/9/0021 ko 2000 rupaye bonasa kaॉlara puraskAra se sammAnita kiyA gayA thA| yU se saMparka karane kA yaha hamArA aMtima prayAsa hai!ise pAne ke lie xyz eplikeshana DAunaloDa kareM|
normal,yahA.N merA nayA patA hai - seba aura jo.De aura vaha saba gaMdA
fraud,Aja 7548 para samApta hone vAle voDAphona naMbaroM ko $350 kA puraskAra prApta karane ke lie chunA gayA hai|yadi Apake pAsa koI mela hai to kRRipayA 08712300220 para kaॉla kareM aura dAvA koDa 4041 mAnaka dareM aipa batAeM|
normal,maiM Aja sAo myU jA rahA hUM.12 baje hI ho jAegA
normal,Apa bhaviShyavANI karate haiM ki Apa kisa samaya kharIdArI samApta kareMge?
normal,"achChI chIza hai, kareMge."
normal,"tAki Apa jAna sakeM, rAma ne abhI taka paise nahIM bheje haiM|maiMne use sirpha eka saMdesha bhejA hai, bhejane meM pareshAna na hoM|to yaha khatma ho gayA hai, Apako khuda ko kisI bhI chIza meM shAmila nahIM karanA hai|mujhe sabase pahale Apa para kuCha bhI thopanA nahIM chAhie thA, isalie isake lie maiM mAphI mAMgatA hUM|"
normal,kyA Apa vahAM kamare meM haiM?
normal,"heya mitra|Apa kaise haiM?AshA hai Apa achChe haiM, maiM aura rAma vApasa A gae haiM!phira bahuta dinoM se nahIM dekhA!mujhe lusI se kaॉla ke lie kuCha samaya dIjie"
normal,"ThIka hai, isakI lAgata kitanI hai?"
normal,me.N ghara para hU.N|
normal,"priya, kala phona karUMgA.kRRipayA samAyojita kareM."
normal,pahale mere savAla kA javAba do|
fraud,sanashAina kviza sAptAhika kviza!shIrSha sonI DIvIDI kaॉla jIteM 789654123|
normal,vaha vahAM hai|Apa kaॉla karake unase mileM.
normal,nahIM - nahIM|maiM gatividhiyoM se pahale sabhI kamaroM kI jA.Ncha karU.NgA|
normal,dekhA... mujhe TAipa karane meM Alasa AyA... maiM Apako vyAkhyAna meM bhUla gayA... maiMne eka thailI dekhI lekina bahuta achChI nahIM thI...
normal,"ThIka hai, jaba Apa rAste meM hoM to mujhe saMdesha bhejeM"
normal,"sara, Apake mela kA iMtajAra hai."
normal,"eka madhura vichAra: ""pyAre iMsAna ke lie ChoTI-ChoTI chIjeM karate hue kabhI mata thako.."" kyoMki..kabhI-kabhI vo ChoTI-ChoTI chIjeM hI unake diloM meM sabase ba.DA sthAna banA letI haiM.. shubha rAtri"
normal,maiM Apako jAnatA hu.N|kyA Apa kRRipayA piChalA bhAga khola sakate haiM?
normal,hA.N phira mileMge biMdu para nahIM|
normal,usa sTApha kA nAma kyA hai jo hamAre lie klAsa le rahA hai?
normal,ummmA.cheka ina ke bAda kaॉla karUMgA. hamArA jIvana katara se shurU hogA isalie kRRipayA khUba prArthanA kareM.
normal,"ThIka hai..maiMne apanA saMparka haTA diyA hai, isalie?"
normal,siMdhu ko milI biralAsaॉphTa meM naukarI..
normal,sharAba baha rahI hai aura mere pAsa kabhI nahIM hai..
normal,"hA.N, mujhe lagatA hai ki sinemA behatara hai kyoMki plAzA taka jAne kI koI zarUrata nahIM hai|"
normal,ThIka hai...ApakA sAmAnya uttara...
normal,Apake anurodha ke anusAra 'mele mele' ko sabhI kaॉlarsa ke lie Apake kaॉlaraTyUna ke rUpa meM seTa kiyA gayA hai|apane dostoM ke kaॉlarTyUna ko kaॉpI karane ke lie *9 dabAe.N
normal,"tuma hara jagaha gaMde ho, pharsha para, khi.DakiyoM para, yahA.N taka ki merI sharTa para bhI|aura kabhI-kabhI jaba maiM apanA muMha kholatA hUM to jo kuCha bAhara AtA hai vaha saba Apa hI hote haiM|maiM tumhAre binA apanI duniyA kA sapanA dekhatA hUM, phira mere Adhe kAma bhI khatma ho jAte haiM|yaha mere lie khushI kA samaya hai, maiM bahuta sAre TIvI sho dekhUMgA|lekina mujhe lagatA hai ki sabhI chIzoM kI taraha ApakA astitva honA hI chAhie, jaise bArisha, ole aura dhuMdha, aura jaba merA samaya yahA.N pUrA ho jAtA hai, to Apa aura maiM eka ho jAte haiM|"
normal,ThIka hai kyA Apa kAma para haiM?
normal,maiM aba apanA ghara Cho.Da rahA hUM.
normal,hailo merI jAna|Apa kyA kara rahe ho?kyA Apa Aja usa sAkShAtkAra meM pahuMche?kyA Apa khusha haiM?kyA tuma eka achChe la.Dake ho?kyA tuma mere bAre meM sochate ho?kyA tuma mujhe yAda kara rahe ho?
fraud,grAhaka sevA ghoShaNA.nae sAla kI DilIvarI ApakA iMtajAra kara rahI hai|DilIvarI kI vyavasthA karane ke lie kRRipayA abhI 07046744435 para kaॉla kareM
fraud,"Apa eka vijetA haiM, Apako visheSha rUpa se £1000 nakada yA 4* avakAsha (u.DAna sahita) prApta karane ke lie chunA gayA hai, dAvA karane ke lie lAiva ऑpareTara se bAta kareM 0871277810810"
normal,apane Apa ko mere lie surakShita rakheM kyoMki mujhe ApakI zarUrata hai aura maiM Apako pahale se hI yAda karatA hUM aura maiM hara usa vyakti se IrShyA karatA hUM jo vAstavika jIvana meM Apako dekhatA hai
normal,mere mAtA-pitA ke lie naI kAra aura ghara| mere pAsa kevala naI naukarI hai:)
normal,maiM tumase bahuta pyAra karatA hUM|maiM Apake sAtha bitAe hara dina ko lekara utsAhita hUM|Apa mujhe bahuta khushI dete haiM|
normal,maiM Apake sabhI biMduoM ko pahale se hI eka saMskRRiti maॉDyUla meM rakhatA hUM|
normal,"namaste dosta, apane priyajanoM ke sAtha galataphahamI se bachane kA sabase achChA tarIkA kyA hai?"
normal,greTa eskepa|mujhe pula pasaMda hai lekina usakI legara kI jarUrata hai|kala milate haiM|
normal,hA.N :)yaha pUrI taraha se KarAba phaॉrma meM hai:)klArka bhI pUrI taraha se bekAra hai|
fraud,"mahodaya, mujhe eksisa baiMka khAtA saMkhyA aura baiMka patA chAhie|"
normal,"hammma.. dhanyavAda, nishchita rUpa se AshA karane kA samaya mila gayA... hAM, muphta meM jA sakate haiM... muza Apako liyAo para charchA karane ke lie kaॉla karatA hai..."
normal,Apa bAda meM kisa samaya nIche A rahe haiM?
normal,"khUnI naraka, vishvAsa nahIM ho rahA ki Apa merA upanAma bhUla gae shrImAna|maiM Apako eka surAga detA hU.N, yaha spainisha hai aura m se shurU hotA hai..."
