label,text
fraud,"हेलो सर, मैं बीएसएनएल कस्टमर केयर से हूं, 23 घंटे में आपका सिम बंद हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं एमटीएनएल कस्टमर केयर से हूं, 23 घंटे में आपका सिम बंद हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं जियो कस्टमर केयर से हूं, 23 घंटे में आपका सिम निष्क्रिय हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं एयरटेल कस्टमर केयर से हूं, 23 घंटे में आपका सिम निष्क्रिय हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं आइडिया कस्टमर केयर से हूं, 23 घंटे में आपका सिम निष्क्रिय हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं वोडाफोन कस्टमर केयर से हूं, 23 घंटे में आपका सिम निष्क्रिय हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं बीएसएनएल कस्टमर केयर से हूं, 23 घंटे में आपका सिम निष्क्रिय हो जाएगा।क्या आप इसे सक्रिय करना चाहते हैं?"
fraud,"हेलो सर, मैं जियो ग्राहक सेवा केंद्र से हूं, हम आपके नंबर का सत्यापन कर रहे हैं, इसलिए आपके फोन पर चार अंकों का ओटीपी भेजा जाएगा।मुझे वह ओटीपी बताओ."
fraud,"नमस्ते सर, मैं एयरटेल ग्राहक सेवा केंद्र से हूं, हम आपके नंबर का सत्यापन कर रहे हैं, इसलिए आपके फोन पर चार अंकों का ओटीपी भेजा जाएगा।मुझे वह ओटीपी बताओ."
fraud,"हेलो सर, मैं आइडिया कस्टमर केयर सेंटर से हूं, हम आपके नंबर का सत्यापन कर रहे हैं, इसलिए आपके फोन पर चार अंकों का ओटीपी भेजा जाएगा।मुझे वह ओटीपी बताओ."
fraud,"नमस्ते सर, मैं वोडाफोन ग्राहक सेवा केंद्र से हूं, हम आपके नंबर का सत्यापन कर रहे हैं, इसलिए आपके फोन पर चार अंकों का ओटीपी भेजा जाएगा।मुझे वह ओटीपी बताओ."
fraud,"हेलो सर, मैं बीएसएनएल ग्राहक सेवा केंद्र से हूं, हम आपके नंबर का सत्यापन कर रहे हैं, इसलिए आपके फोन पर चार अंकों का ओटीपी भेजा जाएगा।मुझे वह ओटीपी बताओ."
fraud,"हेलो सर, मैं आपका एचडीएफसी बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आपको स्वयं केवाईसी करनी होगी, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"हेलो सर, मैं आपका आईसीआईसीआई बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आप स्वयं केवाईसी करने के लिए शेव करें, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"हेलो सर, मैं आपका एक्सिस बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आपको स्वयं केवाईसी करनी होगी, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"हेलो सर, मैं आपका यूनियन बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आपको स्वयं केवाईसी करनी होगी, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"हेलो सर, मैं आपका एसबीआई बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आपको स्वयं केवाईसी करनी होगी, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"हेलो सर, मैं आपका इलाहाबाद बैंक मैनेजर हूं।आपकी केवाईसी समाप्त हो गई है, इसलिए आपको स्वयं केवाईसी करनी होगी, लेकिन कोविड स्थिति के कारण हम केवाईसी ऑनलाइन कर रहे हैं, कृपया मुझे अपना खाता विवरण बताएं।"
fraud,"नमस्ते सर, क्या आप भीम/यूपीआई का उपयोग कर रहे हैं, सर आपको अपना भीम/यूपीआई अपग्रेड करना होगा अन्यथा आपका खाता ब्लॉक कर दिया जाएगा।"
fraud,"हेलो सर, मुझे अपना क्रेडिट/डेबिट कार्ड मोबाइल नंबर और आधार कार्ड बताएं।"
fraud,"नमस्ते, मैं इनकम टेक्स्ट विभाग से हूं, आपने अपना आधार और पैन कार्ड पंजीकृत नहीं कराया है।कृपया मुझे अपने पैन कार्ड से जोड़ने के लिए अपना आधार नंबर बताएं।"
fraud,"नमस्ते सर, मैं बैंक से हूं, कृपया मुझे अपने बैंक सत्यापन के लिए अपना कार्ड सीवीवी नंबर बताएं।"
fraud,"नमस्ते सर, मैं यूनियन बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं एसबीआई बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं एचडीएफसी बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं इंडिया बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं ओबीआई बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं इलाहाबाद बैंक से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं बैंक ऑफ बड़ौदा से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
fraud,"नमस्ते सर, मैं यूनियन बैंक ऑफ इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरना है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
fraud,"नमस्ते सर, मैं एसबीआई बैंक ऑफ इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरा है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
fraud,"नमस्ते सर, मैं एक्सिस बैंक ऑफ इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरा है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
fraud,"नमस्ते सर, मैं एचडीएफसी बैंक ऑफ इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरा है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
fraud,"नमस्ते सर, मैं बैंक ऑफ बड़ौदा इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरा है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
fraud,"हेलो सर, मैं पेटीएम से हूं, पेटीएम में ऑफर है, अपने खाते को अपग्रेड करें ताकि आप बेहतर कैशबैक ऑफर्स का आनंद ले सकें।"
fraud,"आपने अमेज़ॅन पर खरीदारी के लिए एक लकी ड्रा जीता है, लॉजिस्टिक्स शुल्क के लिए अपनी राशि जमा करने के लिए अपना बैंक विवरण प्रदान करें।"
fraud,"आपने फ्लिपकार्ट पर खरीदारी के लिए एक लकी ड्रा जीता है, लॉजिस्टिक शुल्क के लिए अपनी राशि जमा करने के लिए अपना बैंक विवरण प्रदान करें।"
fraud,"आपने मिंत्रा पर खरीदारी के लिए एक लकी ड्रा जीता है, लॉजिस्टिक शुल्क के लिए अपनी राशि जमा करने के लिए अपना बैंक विवरण प्रदान करें।"
fraud,"हेलो सर, हम कोविड-19 हेल्थ केयर सेंटर से हैं, टीकाकरण के लिए कॉल करें 7845963214"
fraud,"हेलो सर, मैं कोविड-19 सेंटर से हूं, आपने टीकाकरण के लिए फॉर्म भरा है, हम आपके दस्तावेज़ के सत्यापन के लिए हैं।"
fraud,"नमस्ते सर, मैं कोविड-19 सेंटर से हूं, जिन लोगों को टीका लगाया गया है उन्हें भारत सरकार द्वारा पैसे मिलेंगे, कृपया मुझे अपने खाते में पैसे जमा करने के लिए खाता विवरण बताएं।"
fraud,"हेलो सर, मैं कोविड-19 सेंटर से हूं, टीकाकरण के लिए आपको पैसे देने होंगे, कृपया इस upi myupi@axis पर अपने पैसे का भुगतान करें"
normal,"नमस्ते, आप कैसे हैं।मैं ठीक हूं आप कैसे हैं।"
normal,"नमस्ते,"
normal,"नमस्ते,"
fraud,"नमस्ते, आपने 10000 रुपये जीते हैं, क्या आप इसे अपने बैंक खाते में जमा करना चाहते हैं।"
fraud,अपने बैंक खाते में पैसे जमा करने के लिए मुझे अपना बैंक खाता नंबर और डेबिट कार्ड नंबर दें।
fraud,"नमस्ते सर, मैं एसबीआई बैंक से हूं, क्या आप नया क्रेडिट कार्ड चाहते हैं। क्रेडिट कार्ड जारी करने के लिए अपना आधार और मोबाइल नंबर दें।"
fraud,"हेलो सर, रमी खेलने के लिए 500 रुपये का वाउचर पाने के लिए इस लिंक पर जाएं http://xyz.abc"
fraud,"नमस्ते, मैं भारतीय सेना से हूँ।ऑनलाइन शॉपिंग के दौरान गलती से मैंने आपका मोबाइल नंबर अमेज़न पर दे दिया था, इसलिए आपके पास एक ओटीपी आया है, कृपया मुझे वह ओटीपी बताएं।"
fraud,एक मूल्यवान नेटवर्क ग्राहक के रूप में आपको 9000 रुपये का पुरस्कार प्राप्त करने के लिए चुना गया है!दावा करने के लिए 09061701461 पर कॉल करें। दावा कोड KL341।केवल 12 घंटे के लिए वैध।
fraud,क्या आपका मोबाइल 11 महीने या उससे अधिक पुराना था?आप कैमरे के साथ नवीनतम रंगीन मोबाइलों को मुफ्त में अपडेट करने के हकदार हैं!मोबाइल अपडेट कंपनी को 08002986030 पर निःशुल्क कॉल करें।
normal,"ठीक है, मैं यहाँ देख रहा हूँ।"
normal,क्या आप सचमुच उसका नाम इसी तरह लिखते हैं?
normal,"मैं 2 महीने तक प्रयास करने जा रहा हूं, हा हा केवल मजाक कर रहा हूं।"
normal,क्या आपने बस पकड़ी?क्या आप अंडा फ्राई कर रहे हैं?क्या तुमने चाय बनाई?क्या आप अपनी माँ का बचा हुआ खाना खा रहे हैं?क्या तुम्हें मेरा प्यार महसूस होता है?
normal,"मैं वापस आ गया हूं &amp;हम अभी कार पैक कर रहे हैं, अगर जगह होगी तो मैं आपको बता दूंगा।"
normal,नमस्ते!आप कैसे हैं और शनिवार का दिन कैसा बीता?मैं सिर्फ यह देखने के लिए संदेश भेज रहा था कि क्या आपने कुछ करने का निर्णय लिया है।ऐसा नहीं है कि मैं स्वयं को या किसी चीज़ को आमंत्रित करने का प्रयास कर रहा हूँ!
normal,कृपया वाट्स के साथ आगे बढ़ें।मैं बस आश्वस्त होना चाहता था.आपका सप्ताहांत बहुत अच्छा रहे।
normal,ठीक है मुझे अपने बारे में कुछ बताओ.
normal,तुम नहीं जानते कि मैं कितना जिद्दी हूँ।मैं अस्पताल भी नहीं जाना चाहता था.मैं मार्क से कहता रहा कि मैं कमज़ोर नहीं हूं।अस्पताल कमजोर मूर्खों के लिए हैं।
normal,आप मेरे बारे में क्या सोचते हैं।पहली बार तुमने मुझे क्लास में देखा था.
normal,क्या आप जानते हैं मल्लिका शेरावत ने कल क्या किया?
fraud,बधाई!2 लोगों के लिए 1 साल का विशेष सिनेमा पास आपका है।मत चूको!
normal,"क्षमा करें, मैं बाद में मीटिंग में कॉल करूंगा।"
normal,बताओ कहाँ पहुँचे?
normal,जी हां..गौती और सहवाग वनडे सीरीज से बाहर!
normal,घर जाते समय आपको अपने लिए $1 का बर्गर लेना होगा।मैं हिल भी नहीं सकता.दर्द मुझे मार रहा है.
normal,हा हा हा अच्छा मजाक है.लड़कियाँ परिस्थिति की खोजी होती हैं।
normal,यह आईक्यू जांचने का एक हिस्सा है।
normal,"क्षमा करें मेरे रूममेट्स ने हमेशा के लिए समय ले लिया, यदि मैं अब तक आ जाऊं तो ठीक है?"
normal,मैं इस महीने के अंत में देने की योजना बना रहा हूं।
normal,वाह भाग्यशाली आदमी... फिर पैसे बचा सकते हैं... ही...
normal,समाप्त कक्षा आप कहाँ हैं?
fraud,"हाय बेब, मैं अभी घर पर हूँ, कुछ करना चाहता हूँ?XXX"
normal,"ठीक है, तुम कहाँ हो?आपने कैसा प्रदर्शन किया?"
normal,अब आप मुझे कॉल कर सकते हैं...
normal,मैं इंतज़ार कर रहा हूँ मचान.एक बार जब आप फ्री हो जाएं तो मुझे कॉल करें।
normal,यह अच्छा है।मैं एक सज्जन व्यक्ति हूं और आपके साथ गरिमा और सम्मान के साथ व्यवहार करूंगा।
normal,मुझे आप लोग बहुत पसंद हैं.लेकिन मैं बहुत शर्मीला हूं पापा.
normal,&lt;#&gt; के बाद काम नहीं करताया क्या
normal,यहाँ वैसा नहीं है.अभी भी नौकरी की तलाश है.आप वहां कितना कमाते हैं.
normal,"क्षमा करें, मैं बाद में कॉल करूंगा।"
normal,ठीक है।क्या तुमने मुझे अभी फ़ोन किया?
normal,ठीक है मैं घर जा रहा हूं।
normal,आप उस आदमी की जगह पर होंगे.
normal,हाँ अगला पड़ाव.
normal,"मैं आपको बाद में कॉल करता हूं, नेटवर्क नहीं है।अगर ज़रूरी हो तो मुझे एसएमएस करें."
normal,वास्तव में जब आप आप पर हावी हो रहे हों?मुझे केवल 2 और टिकट और एक और जैकेट की आवश्यकता है और मेरा काम हो गया।मैंने पहले ही अपनी सभी मल्टीज़ का उपयोग कर लिया है।
normal,"हां, मैंने इसे बनाने के लिए अनुरोध भेजना शुरू कर दिया था, लेकिन दर्द वापस आ गया इसलिए मैं बिस्तर पर वापस आ गया हूं।फैक्ट्री में भी डबल सिक्के।मुझे अपने सभी नाइट्रो को नकद करना होगा।"
normal,मैं वास्तव में आज रात भी इसके लिए तैयार नहीं हूँ बेब
normal,जब तुम फ्री हो तो आ जाना.
normal,तेलुगु फिल्म देख रहा हूँ.आप कैसे हैं?
normal,अच्छा ऐसा है।जब हम समाप्त कर लेते हैं तो हमारे पास भुगतान करने के लिए बहुत सारे ऋण होते हैं।
normal,क्या यह आपके लिए समस्या का कारण बनता है?
normal,मुझे एक कप कॉफ़ी का एनीमेशन दिखाई देता है।
normal,कृपया मुझे अब और संदेश न भेजें।मेरे पास कहने के लिए कुछ नहीं है।
normal,"ठीक है, जब तक यह वैध है तब तक अपनी कीमत बताएं!मैं उन्हें कब उठा सकता हूँ?"
normal,मैं अभी भी खरीदने के लिए एक कार की तलाश में हूं।और अभी तक चौथा ड्राइविंग टेस्ट नहीं दिया है.
normal,आपके अनुरोध के अनुसार 'बले बल्ले' को सभी कॉलर्स के लिए आपके कॉलरट्यून के रूप में सेट किया गया है।अपने दोस्तों के कॉलर्ट्यून को कॉपी करने के लिए *9 दबाएँ
normal,"बहुत खूब।आप ठीक कह रहे हैं!मेरा ऐसा करने का इरादा नहीं था.मुझे लगता है कि एक बार जब मैंने बोस्टन पुरुषों को छोड़ दिया और अपना खोज स्थान बदलकर अच्छा कर लिया, तो कुछ बदल गया।क्योंकि मेरे साइनइन पेज पर अभी भी बोस्टन लिखा हुआ है।"
normal,उम्मा मेरी जान और वावा उम्मा तुमसे बहुत प्यार करता हूँ प्रिये
normal,मेरे जन्मदिन पर आपकी शुभकामनाओं के लिए बहुत-बहुत धन्यवाद।मेरे जन्मदिन को वास्तव में यादगार बनाने के लिए धन्यवाद।
normal,"ठीक है, जब मुझे कुछ नकदी मिल जाएगी तो मैं तुम्हें मार दूँगा"
normal,मेरा आईपी एड्रेस कैसे परीक्षण करेगा कि मेरा कंप्यूटर एक Minecraft सर्वर नहीं है
normal,"मुझे पता है!क्रोधी बूढ़े लोग.मेरी माँ भी तुम्हारी तरह थी, बेहतर होगा कि झूठ न बोला जाए।तो फिर मैं हमेशा मजाक करने वालों में से एक हूं..."
normal,चिंता मत करो।मुझे लगता है वह व्यस्त है.
normal,शोध संज्ञा का बहुवचन क्या है?
normal,डिनर के लिए जा रहे हैं.बाद में आपको संदेश भेजूंगा.
normal,मुझे इससे कोई दिक्कत नहीं है क्योंकि मुझे नई चीजें आज़माना पसंद है।लेकिन मुझे डर है कि तुमने भी मेरी तरह किया।क्योंकि आपने बहुत ज़ोर से नहीं कहा।
normal,"हम्म, मेरे चाचा ने अभी मुझे बताया कि वह सीधे स्कूल को भुगतान कर रहे हैं।तो कृपया भोजन खरीदें।"
fraud,07742676969 के लिए आपका 2004 खाता विवरण 786 अनरिडीम्ड बोनस अंक दर्शाता है।दावा करने के लिए 08719180248 पर कॉल करें पहचानकर्ता कोड: 45239 समाप्त हो रहा है
fraud,आपके मोबाइल नंबर को 5/9/0021 को 2000 रुपये बोनस कॉलर पुरस्कार से सम्मानित किया गया था। यू से संपर्क करने का यह हमारा अंतिम प्रयास है!इसे पाने के लिए xyz एप्लिकेशन डाउनलोड करें।
normal,यहाँ मेरा नया पता है - सेब और जोड़े और वह सब गंदा
fraud,आज 7548 पर समाप्त होने वाले वोडाफोन नंबरों को $350 का पुरस्कार प्राप्त करने के लिए चुना गया है।यदि आपके पास कोई मेल है तो कृपया 08712300220 पर कॉल करें और दावा कोड 4041 मानक दरें ऐप बताएं।
normal,मैं आज साओ म्यू जा रहा हूं.12 बजे ही हो जाएगा
normal,आप भविष्यवाणी करते हैं कि आप किस समय खरीदारी समाप्त करेंगे?
normal,"अच्छी चीज़ है, करेंगे."
normal,"ताकि आप जान सकें, राम ने अभी तक पैसे नहीं भेजे हैं।मैंने उसे सिर्फ एक संदेश भेजा है, भेजने में परेशान न हों।तो यह खत्म हो गया है, आपको खुद को किसी भी चीज़ में शामिल नहीं करना है।मुझे सबसे पहले आप पर कुछ भी थोपना नहीं चाहिए था, इसलिए इसके लिए मैं माफी मांगता हूं।"
normal,क्या आप वहां कमरे में हैं?
normal,"हेय मित्र।आप कैसे हैं?आशा है आप अच्छे हैं, मैं और राम वापस आ गए हैं!फिर बहुत दिनों से नहीं देखा!मुझे लुसी से कॉल के लिए कुछ समय दीजिए"
normal,"ठीक है, इसकी लागत कितनी है?"
normal,मेँ घर पर हूँ।
normal,"प्रिय, कल फोन करूंगा.कृपया समायोजित करें."
normal,पहले मेरे सवाल का जवाब दो।
fraud,सनशाइन क्विज़ साप्ताहिक क्विज़!शीर्ष सोनी डीवीडी कॉल जीतें 789654123।
normal,वह वहां है।आप कॉल करके उनसे मिलें.
normal,नहीं - नहीं।मैं गतिविधियों से पहले सभी कमरों की जाँच करूँगा।
normal,देखा... मुझे टाइप करने में आलस आया... मैं आपको व्याख्यान में भूल गया... मैंने एक थैली देखी लेकिन बहुत अच्छी नहीं थी...
normal,"ठीक है, जब आप रास्ते में हों तो मुझे संदेश भेजें"
normal,"सर, आपके मेल का इंतजार है."
normal,"एक मधुर विचार: ""प्यारे इंसान के लिए छोटी-छोटी चीजें करते हुए कभी मत थको.."" क्योंकि..कभी-कभी वो छोटी-छोटी चीजें ही उनके दिलों में सबसे बड़ा स्थान बना लेती हैं.. शुभ रात्रि"
normal,मैं आपको जानता हुँ।क्या आप कृपया पिछला भाग खोल सकते हैं?
normal,हाँ फिर मिलेंगे बिंदु पर नहीं।
normal,उस स्टाफ का नाम क्या है जो हमारे लिए क्लास ले रहा है?
normal,उम्म्मा.चेक इन के बाद कॉल करूंगा. हमारा जीवन कतर से शुरू होगा इसलिए कृपया खूब प्रार्थना करें.
normal,"ठीक है..मैंने अपना संपर्क हटा दिया है, इसलिए?"
normal,सिंधु को मिली बिरलासॉफ्ट में नौकरी..
normal,शराब बह रही है और मेरे पास कभी नहीं है..
normal,"हाँ, मुझे लगता है कि सिनेमा बेहतर है क्योंकि प्लाज़ा तक जाने की कोई ज़रूरत नहीं है।"
normal,ठीक है...आपका सामान्य उत्तर...
normal,आपके अनुरोध के अनुसार 'मेले मेले' को सभी कॉलर्स के लिए आपके कॉलरट्यून के रूप में सेट किया गया है।अपने दोस्तों के कॉलर्ट्यून को कॉपी करने के लिए *9 दबाएँ
normal,"तुम हर जगह गंदे हो, फर्श पर, खिड़कियों पर, यहाँ तक कि मेरी शर्ट पर भी।और कभी-कभी जब मैं अपना मुंह खोलता हूं तो जो कुछ बाहर आता है वह सब आप ही होते हैं।मैं तुम्हारे बिना अपनी दुनिया का सपना देखता हूं, फिर मेरे आधे काम भी खत्म हो जाते हैं।यह मेरे लिए खुशी का समय है, मैं बहुत सारे टीवी शो देखूंगा।लेकिन मुझे लगता है कि सभी चीज़ों की तरह आपका अस्तित्व होना ही चाहिए, जैसे बारिश, ओले और धुंध, और जब मेरा समय यहाँ पूरा हो जाता है, तो आप और मैं एक हो जाते हैं।"
normal,ठीक है क्या आप काम पर हैं?
normal,मैं अब अपना घर छोड़ रहा हूं.
normal,हैलो मेरी जान।आप क्या कर रहे हो?क्या आप आज उस साक्षात्कार में पहुंचे?क्या आप खुश हैं?क्या तुम एक अच्छे लड़के हो?क्या तुम मेरे बारे में सोचते हो?क्या तुम मुझे याद कर रहे हो?
