label,text
fraud,"<88877 से अग्रेषित> हमारे £250 साप्ताहिक कॉम्प में निःशुल्क प्रवेश, अभी 88877 पर ENTER शब्द भेजें।18 नियम एवं शर्तें www.textcomp.com"
normal,oha adabhuta|maiM use aura pareshAna karUMgA tAki hama bAta kara sakeM|
normal,मेरा तो ठीक है.मुझे रसायन विज्ञान अपने विशाल पाठ्यक्रम और कार्बनिक रसायन विज्ञान में बहुत अधिक याद रखने के कारण थोड़ा चुनौतीपूर्ण लग रहा है।
normal,"yunnI, maiM aba siTIliMka meM chala rahA hUM, tejI se nIche Ao... mujhe bahuta bhUkha lagI hai..."
normal,eka shuddha dila vAle vyakti ke pAsa eka adbhuta muskAna ho sakatI hai jo usake dushmanoM ko bhI dushmana hone ke lie doShI mahasUsa karAtI hai.. isalie apanI muskAna se duniyA ko AkarShita kareM..:) suprabhAta auraApakA ravivAra smAilI ho..:)
fraud,hello sir i am from idea customer care center we are doing verification of yours number that's why in your phone four digit opt will have send. tell me that otp.
normal,phira vahA.N koI visheSha?
normal,Sure Ankita. I will certainly follow it. You are doing a great job by letting people know about different parts of the world.
fraud,"hello sir this is your allahabad bank manager. your kyc has been expired.so you have to kyc your self, but due to covid setuation we are doing kyc online, pleae tell me your account detail."
normal,basa mujhe javAba do lAra.tumheM bAda meM patA chalegA.
normal,aba presa kaॉnphreMsa dA :)
normal,yaha eka ekshana plasa romAMTika philma hai|maiM mukhya nAyaka hUM jo eka ImAnadAra pulisa adhikArI kI bhUmikA nibhAtA hai jo aMtataH kuCha duShTa rAjanetAoM ke jAla meM phaMsa jAtA hai|
normal,All e best 4 ur exam later.
normal,bilkula|isakI eka sAla kI sImita vAraMTI hai|
normal,कुछ 2 घंटे तक चल रहे हैं।आप भाग्यशाली हो सकते हैं.
normal,"नमस्ते।पहले से ही शहर से बाहर निकलें।वह ।तो जल्दी घर मत जाओ, मैं नाचोज़ खा रहा हूँ।आपको बता देंगे एटा."
normal,"Haha yeah I see that now, be there in a second"
normal,suprabhAta rAjakumArI!nae sAla kI shubhakAmanAe.N!
normal,oha sabhI ko AnA hogA Aha?
normal,kyA Apane hITara chAlU kiyA?hITara chAlU thA aura &lt;#&gt; para seTa thA|DigrI.
fraud,"हेलो सर, मैं आईसीआईसीआई बैंक से बोल रहा हूं।आपके एटीएम कार्ड की तारीख समाप्त हो गई है.नया एटीएम कार्ड चलाने के लिए कृपया अपना आधार नंबर साझा करें।"
normal,"Yes, here I am. Give me a ticket, please."
normal,हा... तो फिर हमें हर जगह पैदल जाना होगा... ट्राम नहीं ले सकते।मेरे चचेरे भाई ने कहा कि आप हमारे होटल से पैदल चलकर विक मार्केट जा सकते हैं
normal,"Sir, the MRP is INR 33,000. But we have a special discount and we are selling this for INR 29,000."
normal,kRRipayA mujhe batAeM ki Apake pAsa usa visheSha sTaॉka meM se kuCha hai jisake bAre meM Apa bAta kara rahe the
normal,Apa kahAM haiM ?Apane kahA thA ki jaba maiM jAgUMgA to Apa yahIM hoMge...:-(
normal,maiM bhI bebI!maiM Apase achChA vyavahAra karane kA vAdA karatA hU.N!mujhe yakIna hai Apa merA achChA khyAla rakheMge...
normal,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
normal,I want storybooks for children.
normal,अब यह आपकी थीसिस को बर्बाद कर देगा!
normal,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
fraud,आपका कोई परिचित हमारी डेटिंग सेवा के माध्यम से आपसे संपर्क करने का प्रयास कर रहा है!यह कौन हो सकता है यह जानने के लिए अपने मोबाइल या लैंडलाइन से 09064015307 BOX334SK38ch पर कॉल करें।
normal,मुझे वह झूठ मत बोलो
normal,Ok Chinese food on its way. When I get fat you're paying for my lipo.
normal,maiM apane rAste para hU.N
fraud,अत्यावश्यक यू से संपर्क करने का यह हमारा दूसरा प्रयास है। कल का आपका £900 का पुरस्कार अभी भी संग्रहित होने की प्रतीक्षा में है।दावा करने के लिए अभी कॉल करें 09061702893। ACL03530150PM
normal,Oh...i asked for fun. Haha...take care. ü
normal,आप बिलकुल ठीक कह रहे हैं।जीवन में सफलता करियर के सही चुनाव पर निर्भर करती है।
normal,Apa jisakI sifArisha kareMge maiM use naukarI para rakha lU.NgA|
normal,DaॉkTara ne mujhe maॉrfIna dI kyoMki darda kI anya davAe.N paryApta nahIM thIM|maiM apanI mA.N ke ise lAne kA iMtazAra kara rahA hU.N|usa davA ko tejI se kAma karanA chAhie isalie maiM bAda meM Ane kI koshisha karUMgA
normal,yaha vAstava meM hai.eyara kaMDIshaniMga aura yAtrA kI avadhi bhI vAstava meM kama hai|
normal,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
normal,"अभी-अभी चेक आउट किया है, अब अपना सामान छोड़ने के लिए बाहर जा रहा हूँ"
normal,मुझे दूसरी नौकरी मिल गई!अस्पताल में डेटा विश्लेषण या कुछ और करने वाला व्यक्ति सोमवार से शुरू होता है!पता नहीं मेरी थीसिस कब ख़त्म होगी
normal,I'm gonna rip out my uterus.
normal,In work now. Going have in few min.
normal,हा... हम दोनों एक ही काम कर रहे हैं।लेकिन मुझे टीवी 2 देखने को मिला।आप सोच सकते हैं कि आज रात दोनों कहाँ जायेंगे या आपके मन में पहले से ही कुछ है...
fraud,ApakI tasvIra kA liMka bheja diyA gayA hai.Apa http://alto18.co.uk/wave/wave.asp?o=44345 kA bhI upayoga kara sakate haiM
fraud,यूवे बिन को 4 इंस्टेंट कैश खेलने के लिए £50 का पुरस्कार दिया गया।दावा करने के लिए 08715203028 पर कॉल करें।हर नौवां खिलाड़ी न्यूनतम £50-£500 जीतता है।ऑप्टआउट करें 08718727870
normal,Ok lor then we go tog lor...
normal,हाँ फ़ुटी देख रहे हैं लेकिन चिंतित हैं कि हम इसे उड़ा देंगे - फिल नेविल?
normal,nahIM ghara para TIvI dekhanA... bAhara nahIM jAnA|vI Uba gayA...
normal,"Aight, call me once you're close"
normal,How are you doing? Hope you've settled in for the new school year. Just wishing you a great day
normal,"kapa.De, gahane aura yAtrAoM ke bAre meM kyA khyAla hai?"
normal,I am in bus on the way to calicut
normal,अच्छा सुप्रभात श्रीमान।लंदन आपके साथ कैसा व्यवहार कर रहा है?
normal,*सोचा तुम्हें देखा नहीं।
normal,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
normal,Still in the area of the restaurant. Ill try to come back soon
normal,kuCha bhI nahIM kara pA rahe haiM.
normal,Will be out of class in a few hours. Sorry
normal,अरे सुबह-सुबह तुम क्या पूछने आते हो:-)पा...
normal,"I hav almost reached. Call, i m unable to connect u."
normal,"यह मिल गया, ENC &lt;#&gt;, आप कहाँ हैं?"
fraud,**मुफ़्त संदेश**नीलामी सदस्यता सेवा का उपयोग करने के लिए धन्यवाद।18 .150p/MSGRCVD 2 नीलामी टेक्स्ट छोड़ें।2 सदस्यता समाप्त करें टेक्स्ट रोकें ग्राहक सेवा 08718726270
normal,हां बहुत बढ़िया...गुरुवार को तैयार रहें।
normal,rAiTa bradarsa ne u.Dane ke lie yahI kiyA..
normal,यार हमें फिर से समर्थन करना चाहिए
normal,क्या आप हमेशा स्वागत करते रहे हैं?
normal,Ya! when are ü taking ure practical lessons? I start in june..
normal,"नमस्ते मेरे बॉयटॉय.जी, मुझे तुम्हारी पहले से ही याद आती है और मैं अभी उठा हूं।काश तुम यहाँ मेरे साथ बिस्तर पर होते, मुझे गले लगाते।मुझे तुमसे प्यार है ..."
normal,aisA mata socho.khulane ke 5 minaTa ke bhItara yaha achAnaka baMda ho jAtA hai
normal,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
normal,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
normal,"Okay, good, no problem, and thanx!"
fraud,"isa pATha ko sAptAhika nae Tona uttara TONES2U 2 ke sAtha apane fona ko mazedAra banAnA chAhate haiM|www.ringtones.co.uk, mUla aura sarvottama|Tona 3GBP neTavarka ऑpareTara dareM lAgU hotI haiM"
normal,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
normal,"oha, Apa jAnate haiM ki maika meM DrAiva ke lie anumatiyA.N kaise badalI jAtI haiM|merI yUesabI phlaisha DrAiva"
fraud,Congratulations you are awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
normal,"गैस स्टेशन मेरे घर से एक ब्लॉक की दूरी पर है, आप सीधे इसके पास से ड्राइव करेंगे क्योंकि आर्मेनिया स्वान पर समाप्त होता है और आपको हावर्ड लेना होगा"
normal,एक प्रकार का।गैराज में ले गया.निकास के मध्य भाग को बदलने की आवश्यकता है।पार्ट्स का ऑर्डर दिया गया है और कल सुबह इसे ठीक करने के लिए ले जाया जा रहा है।
normal,यदि कोई ट्रेडमिल के लिए कॉल करता है तो कहें कि आप इसे खरीद लेंगे।सुनिश्चित करें कि यह काम कर रहा है.मुझे क्रेगलिस्ट पर $ &lt;#&gt; पर बिकने वाला एक विज्ञापन मिला।.
fraud,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange."
normal,pUre dina kuCha nahIM khAyA.maiM yahA.N baiThA isa rasIle pizzA ko ghUra rahA hU.N aura maiM ise nahIM khA sakatA|ye davAeM merI jiMdagI barbAda kara rahI haiM|
normal,"""I;m reaching in another 2 stops."""
normal,bhArata ko netRRitva karanA hogA :)
normal,"hA hA nAna yAligu helTinI..iyo koThI chikkU, Apane mujhase bahuta sI bAteM sAjhA kIM..abhI taka maiMne kisI ko nahIM batAyA aura Apake bAre meM eka shabda bhI nahIM kahA.. agara Apa mujha para itanA bharosA karate haiM to maiM dUsaroM ko ye kaise batA sakatA hUM.. kRRipayA agalI bAra mere lie una shabdoM kA prayoga na kareM..ThIka hai, chikkU:-);-)bI-)"
fraud,सांता बुला रहा है!क्या आपके छोटे बच्चे क्रिसमस की पूर्व संध्या पर सांता का कॉल पसंद करेंगे?अपना समय बुक करने के लिए 09058094583 पर कॉल करें।
fraud,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
normal,maiM takanIkI sahAyatA para kAma kara rahA hUM :)vaॉyasa prosesa.neTavarkiMga kShetra|
fraud,Apane gAraMTIshudA £1000 nakada yA £2000 kA puraskAra jItA hai|varSha puraskAra kA dAvA karane ke lie hamAre grAhaka sevA pratinidhi ko 08714712379 para subaha 10 baje se shAma 7 baje ke bIcha kaॉla kareM lAgata 10p
normal,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
normal,to taba se kitane dina hue?
normal,Apa kisa taraha kA gAnA gAte haiM?
normal,"ज़रूर सर, काउंटर से अपना टोकन नंबर ले लीजिए।"
normal,helo pyAre dostoM... yaha merA nayA &amp;vartamAna saMkhyA..:) rajitA rAja (raMjU) dvArA
normal,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
normal,mujhe sachamucha kheda hai ki maiMne tumhAre bAloM meM Aga lagA dI
normal,Goodnight da thangam I really miss u dear.
fraud,"आपने ?1,000 नकद या ?2,000 का पुरस्कार जीता है!दावा करने के लिए 09050000327 पर कॉल करें।"
normal,"हम अपना दिन इस इंतज़ार में बिता देते हैं कि आदर्श रास्ता हमारे सामने आएगा.. लेकिन हम यह भूल जाते हैं.. ""रास्ते चलने से बनते हैं.. इंतज़ार करने से नहीं.."" शुभ रात्रि!"
normal,आर यू और सैम पी एक दूसरे में।अगर हम मिलें तो हम 2 मेरे घर जा सकते हैं
normal,Could you please guide me?
normal,"मैं वापस आ गया हूं, जब आप तैयार हों तो मुझे बताएं।"
fraud,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
normal,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.
normal,हाँ।निकट आप अहा नहीं कर सकते.
fraud,"नमस्ते सर, मैं एक्सिस बैंक ऑफ इंडिया से हूं, क्या आपने ऋण के लिए आवेदन पत्र भरा है?मैंने आपको अपना दस्तावेज़ सत्यापित करने के लिए बुलाया था, मुझे अपना आधार नंबर और अपने मोबाइल नंबर का ओटीपी बताएं।"
normal,jaldI ghara jAo.sUpa taiyAra hai!
normal,Exactly. Anyways how far. Is jide her to study or just visiting
normal,जोकिन ओनली लार...:-) यह इस पर निर्भर करता है कि मेरे पिता को कौन सा फोन मिल सकता है...
normal,"kArlosa hameshA kI taraha apanA madhura samaya vyatIta kara rahA hai, isalie jaba ApakA aura paiTI kA kAma pUrA ho jAe/Apa dhUmrapAna karanA chAheM to mujhe batAeM aura maiM usase kahUMgA ki vaha apanI pITha pIChe khIMche|"
normal,मैंने आपके जैसा नहीं सोचा.
normal,"सच कहें तो, हमारे शिक्षकों के निरंतर प्रयासों और हमारी शिक्षण प्रणाली ने हमें यह परिणाम देने में मदद की है।"
fraud,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
normal,मेरे पसंदीदा प्रियजनों के साथ आज शाम थोड़ी विनाशकारी कक्षा तक सब ठीक था!आशा है कि छुट्टी का दिन ठीक रहेगा।कॉफ़ी अच्छी रहेगी क्योंकि कल देर तक नहीं रुक सकते।हमेशा की तरह वही समय + स्थान?
normal,"और यह ठीक है, मुझे कम से कम अधिकांश रात टिकने के लिए पर्याप्त कली मिल गई है"
normal,Please don't text me anymore. I have nothing else to say.
fraud,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
normal,आप कितने बजे बाहर निकलते हैं?
normal,ka...ka... TrITa kaba doge?
normal,"पीएस यू नहीं, आप अब बड़े हो गए हैं न?"
normal,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
normal,"नहीं, यह सीधा है, यदि आप केवल परंतु या पेय पदार्थ या कुछ और ला सकते हैं जो वास्तव में सीधे नकदी की तुलना में थोड़ा अधिक उपयोगी है।"
normal,I will reach ur home in  &lt;#&gt;  minutes
normal,maiM aba sone jA rahA hU.N priM
normal,"koI vichAra nahIM, mujhe lagatA hai ki hama nikalane ke eka ghaMTe bAda isa para kAma kareMge kyoMki hameshA kI taraha kisI ko bhI AkhirI sekaMDa se pahale chIjoM kA patA lagAne meM koI dilachaspI nahIM hotI hai"
normal,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
normal,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
normal,"धन्यवाद देना।आप हम सूरज पर वापस आ रहे हैं।अभी 2 होटल वापस जाकर रात्रि भोजन समाप्त करें।समय बीतता जा रहा है, आज हम ठीक 4 महीने पर हैं।आशा है कि हमारे पास आने वाले कई और महीने होंगे..."
normal,यह पूछने की ज़रूरत नहीं है कि क्या आप प्रथम युद्ध कर सकते हैं।मीट 4 लंच डेन यू एन हिम मीट पहले से ही लोर हो सकता है।या आप पहले जाकर पूछना चाहते हैं और फिर मुझसे जल्द से जल्द पुष्टि करना चाहते हैं?
normal,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
normal,मैं सोच रहा हूं कि चेन्नई नीलामी के लिए आना भूल गया..
fraud,eka riMgaTona kharIdI aura aba 3 pAuMDa mUlya ke TeksTa mila rahe haiM jo adhika Tona Adi kI peshakasha karate haiM
normal,वह मिल गयी है.अंजोला अब कैसी है यह जानने के लिए मैंने आपको एक ऑफ़लाइन संदेश भेजा था।
fraud,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
fraud,Booked ticket for pongal?
normal,"kyA Apa jAnate haiM bhagavAna ne ApakI uMgaliyoM ke bIcha gaipa kyoM banAyA..?tAki jo tumhAre liye banA hai, vaha Aye;pyAra se ApakA hAtha thAmakara una kamiyoM ko bhara dete haiM..!"
normal,"मैं इसे वहां बना सकता हूं, निचोड़ा हुआ &lt;#&gt;मेरे पिताजी से पैसे निकलते हैं"
fraud,"namaste sara, maiM yUniyana baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
normal,"एक गलत समझे गए मित्र का एक उत्कृष्ट विचार: मुझे पता है कि तुम मुझसे नफरत करते हो, लेकिन जिस दिन तुम्हें सच पता चल जाएगा, तुम खुद से नफरत करोगे:-( Gn:-)"
normal,"खूबसूरत कल कभी नहीं आता.. जब आता है, तो वह पहले से ही आज होता है.. खूबसूरत कल की तलाश में अपना अद्भुत आज बर्बाद न करें.. सुप्रभात:)"
normal,"सर, आपके मेल का इंतजार है."
normal,"मार्च के अंत तक, मुझे तैयार हो जाना चाहिए।लेकिन तुम्हें फोन जरूर करूंगा.समस्या यह है कि मेरी पूंजी कभी पूरी नहीं होती।तुमसे कितनी दूर.काम कैसा है और देवियाँ"
normal,"priya sabhI, jaisA ki hama jAnate haiM &lt;#&gt;veM hai &lt;#&gt;hamAre pyAre gopAlettana kA vAM janmadina|hama usa dina eka ChoTA sA upahAra dene kI yojanA banA rahe haiM|'jo loga isameM bhAga lenA chAhate haiM, unakA svAgata hai|kRRipayA adhika jAnakArI ke lie hamArI vyavasthApaka TIma se saMparka kareM"
normal,"hamma, sara, yaha abhI bhI hamAre lie nukasAna hai, lekina hama isa kImata para sahamata hoMge|grAhaka saMtuShTi hamArA Adarsha vAkya hai."
normal,"ओह!धिक्कार है, मैंने सोचा कि यह आपकी यात्रा थी!लूऊऊऊल... यह अब और भी अधिक समझ में आता है... *मुस्कुराहट* और सोफे का संदर्भ था... ""सोफ़े पर सोएं"" लिंक जो आपने मुझे भेजा था... क्या आप अपनी यात्रा पर इसी तरह नहीं गए थे?ओह... और क्या आपकी बेब आपके किराए के साथ उस उत्सव के लिए आपके साथ नहीं गई थी?"
normal,"What have you been thinking, if you can share?"
normal,"vAha, maiM bahuta prabhAvita huA|kharIdArI kA AnaMda leM!"
normal,वाह!बेहतर होगा कि आपने यह बात अन्य 5 लड़कियों को भी न बताई हो।
normal,यह व्यक्ति-व्यक्ति पर निर्भर करता है कि हेयर ड्रेसर सुंदर कहता है लेकिन मेरे माता-पिता कहते हैं कि गोंग देखो।उ कायपोह.. मुझे यह भी नहीं पता कि वह क्या संग्रह कर रही है।
normal,"namaste, &lt;#&gt; ke anurodha ke anusAra;Apako 5 rupaye TrAMsaphara kara die gae haiM"
normal,Hey what are you doing. Y no reply pa..
fraud,"jIta: hamAre pAsa eka vijetA hai!shrI TI. phole ne eka AIpaॉDa jItA!jalda hI aura adhika romAMchaka puraskAra mileMge, isalie apane mobAila para nazara rakheM yA www.win-82050.co.uk para jAe.N"
normal,"nahIM, maiM Apake sAtha do kAma karane jA rahA hU.N, Apake bAre meM kyA patA?"
fraud,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
fraud,"Apake riMgaTona ऑrDara, saMdarbha saMkhyA X29 ke lie dhanyavAda|ApakA mobAila 4.50 chArja ho jAegA.yadi ApakA svara nahIM AtA hai to kRRipayA grAhaka sevA 09065989180 para kaॉla kareM"
fraud,"hello sir ,i am from bank of baroda india do you have fill application form for loan. i called you for verify your document, tell me your aadhar number and otp of your mobile number."
normal,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
normal,kisI bhI taraha se mere lie kAma karatA hai.maiM &lt;#&gt;varShoM purAnA|AshA hai ki yaha Apako pareshAna nahIM karegA.
normal,ठीक है क्या आप काम पर हैं?
fraud,"namaste sara, maiM echaDIephasI baiMka se hUM, sara maiMne Apake baiMka khAte ke satyApana ke lie Apako kaॉla kiyA hai, kyA Apa apanA khAtA satyApita karanA chAhate haiM|sara, to mujhe apanA AdhAra kArDa naMbara aura paina kArDa aura apanA DebiTa/kreDiTa kArDa naMbara batAeM|"
normal,"hAhA bahuta ba.DhiyA, eka minaTa meM vahAM pahuMcheM"
normal,"बू, तुम कितने बजे बाहर निकलोगे?आप आज मुझे शॉपिंग पर ले जाने वाले थे।:("
normal,ठीक है
normal,"soshala mIDiyA, iMTaraneTa, mobAila phona Adi para koI bhI dhokhAdha.DI vAlA kArya yA dhokhAdha.DI sabhI sAibara aparAdha haiM|"
normal,kabhI bhI...
normal,"Aha, yaha chIzoM ko bhramita karatA hai, hai nA?"
normal,Thats cool. i liked your photos. You are very sexy!
normal,Are you this much buzy
normal,हेलो पीच!मेरे केक का स्वाद शानदार है!
normal,वह क्या ढूंढ रही थी?
normal,अरे... आपकी बहन के लिए बहुत असुविधाजनक है ना?
normal,zora se ha.NsanA hA.N|lekina yaha Apake dina meM kuCha masAlA jo.Da degA|
normal,वह ठीक है.मुझे उसके फोन से दिक्कतें हुईं।यह मेरे साथ काम करता है.क्या आप कृपया उसे एक और मित्र अनुरोध भेज सकते हैं।
normal,अपने जीवन में कभी भी किसी दिन को दोष न दें।अच्छे दिन आपको खुशियाँ देते हैं।बुरे दिन आपको अनुभव देते हैं.जीवन में दोनों आवश्यक हैं!सब भगवान का आशीर्वाद है!शुभ प्रभात।:
normal,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
normal,vAha!aMta meM hAhAhA|maiM piChale saptAha hamArI sinemA yAtrA se chUka gayA :-(
normal,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
normal,"kyA Apa kRRipayA mujhe yahAM DilIvarI ke lie Ane vAle rishtedAroM ke bAre meM apanI sArI jAnakArI ke bAre meM eka mela bheja sakate haiM?Apa lAgata, jokhima, lAbha aura anya chIzoM ke bAre meM saba kuCha jAnate haiM|dhanyavAda|"
fraud,निजी!07808 XXXXXX के लिए आपका 2003 खाता विवरण 800 अन-रिडीम्ड एस.आई.एम. अंक दिखाता है।कॉल करें 08719899217 पहचानकर्ता कोड: 41685 07/11/04 को समाप्त हो रहा है
normal,"हाँ अम्मा....जिंदगी बहुत मोड़ लेती है, आप बस बैठ सकते हैं और स्टीयरिंग पकड़ने की कोशिश कर सकते हैं..."
normal,mere pAsa usakA naMbara nahIM hai sara
normal,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
normal,abhI maiM ghara pahuMchA hUM...maiM aba bahuta thaka gayA hUM..maiM kala AuMgA
normal,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
